order-date,order-date-day,order-no,platform,category,sku,state,cust-zone,qty,revenue
26-12-2024,26,A4352,Plt3,Cat1,sku19,KARNATAKA,S,1,3723
26-12-2024,26,A4352,Plt3,Cat1,sku92,KARNATAKA,S,1,3103
26-12-2024,26,A4353,Plt3,Cat6,sku18,KARNATAKA,S,1,1439
26-12-2024,26,A4354,Plt3,Cat2,sku7,HARYANA,N,1,1299
26-12-2024,26,A4355,Plt3,Cat1,sku118,BIHAR,E,1,3449
26-12-2024,26,A4356,Plt3,Cat6,sku73,BIHAR,E,1,1250
26-12-2024,26,A4357,Plt3,Cat2,sku7,WEST BENGAL,E,1,1169
26-12-2024,26,A4358,Plt3,Cat4,sku106,KARNATAKA,S,1,1460
26-12-2024,26,A4359,Plt3,Cat1,sku22,BIHAR,E,1,4049
26-12-2024,26,A4360,Plt3,Cat2,sku41,TELANGANA,S,1,1066
26-12-2024,26,A4361,Plt3,Cat4,sku4,KARNATAKA,S,1,1699
26-12-2024,26,A4362,Plt3,Cat1,sku119,WEST BENGAL,E,1,2174
26-12-2024,26,A4363,Plt3,Cat2,sku41,KARNATAKA,S,1,1066
26-12-2024,26,A4364,Plt3,Cat4,sku4,ODISHA,E,1,1799
26-12-2024,26,A4365,Plt3,Cat1,sku1,UTTAR PRADESH,N,1,4417
26-12-2024,26,A4366,Plt3,Cat4,sku106,TELANGANA,S,1,1709
26-12-2024,26,A4367,Plt3,Cat1,sku56,MAHARASHTRA,W,1,3598
26-12-2024,26,A4367,Plt3,Cat1,sku118,MAHARASHTRA,W,1,3569
26-12-2024,26,A4367,Plt3,Cat1,sku109,MAHARASHTRA,W,1,3239
26-12-2024,26,A4368,Plt3,Cat2,sku7,ODISHA,E,1,1052
26-12-2024,26,A4369,Plt3,Cat1,sku96,KARNATAKA,S,1,2699
26-12-2024,26,A4370,Plt3,Cat2,sku41,KARNATAKA,S,1,1034
26-12-2024,26,A4371,Plt3,Cat4,sku106,TELANGANA,S,1,1709
26-12-2024,26,A4372,Plt3,Cat1,sku49,DELHI,N,1,2591
26-12-2024,26,A4373,Plt3,Cat6,sku20,ANDHRA PRADESH,S,1,1489
26-12-2024,26,A4374,Plt3,Cat2,sku28,WEST BENGAL,E,1,1669
26-12-2024,26,A4375,Plt3,Cat2,sku13,WEST BENGAL,E,1,1027
26-12-2024,26,A4376,Plt3,Cat6,sku64,UTTAR PRADESH,N,1,1399
26-12-2024,26,A4377,Plt3,Cat2,sku31,BIHAR,E,1,724
26-12-2024,26,A4378,Plt3,Cat2,sku121,WEST BENGAL,E,1,998
26-12-2024,26,A4379,Plt3,Cat2,sku68,BIHAR,E,1,1669
26-12-2024,26,A4380,Plt3,Cat6,sku77,BIHAR,E,1,1411
26-12-2024,26,A4381,Plt3,Cat2,sku13,WEST BENGAL,E,1,1027
26-12-2024,26,A4382,Plt3,Cat6,sku45,UTTAR PRADESH,N,1,1349
26-12-2024,26,A4383,Plt3,Cat2,sku13,WEST BENGAL,E,1,997
26-12-2024,26,A4384,Plt3,Cat6,sku24,WEST BENGAL,E,1,1399
26-12-2024,26,A4385,Plt3,Cat6,sku24,WEST BENGAL,E,1,1399
26-12-2024,26,A4386,Plt3,Cat6,sku24,ANDHRA PRADESH,S,1,1399
26-12-2024,26,A4387,Plt3,Cat2,sku26,WEST BENGAL,E,1,1099
26-12-2024,26,A4388,Plt3,Cat6,sku77,BIHAR,E,1,1489
26-12-2024,26,A4389,Plt3,Cat2,sku26,WEST BENGAL,E,1,1099
26-12-2024,26,A4390,Plt3,Cat2,sku13,JHARKHAND,E,1,997
26-12-2024,26,A4391,Plt3,Cat2,sku28,CHHATTISGARH,W,1,1669
26-12-2024,26,A4392,Plt3,Cat2,sku121,JHARKHAND,E,1,1028
26-12-2024,26,A4393,Plt3,Cat2,sku10,ASSAM,E,1,1219
26-12-2024,26,A4394,Plt3,Cat2,sku28,BIHAR,E,1,1859
26-12-2024,26,A4395,Plt3,Cat6,sku24,WEST BENGAL,E,1,1399
26-12-2024,26,A4396,Plt3,Cat6,sku64,ODISHA,E,1,1399
26-12-2024,26,A4397,Plt3,Cat2,sku65,WEST BENGAL,E,1,671
26-12-2024,26,A4398,Plt3,Cat2,sku10,JHARKHAND,E,1,1359
26-12-2024,26,A4399,Plt3,Cat6,sku24,BIHAR,E,1,1399
26-12-2024,26,A4400,Plt3,Cat6,sku24,WEST BENGAL,E,1,1398
26-12-2024,26,A4401,Plt3,Cat4,sku106,UTTAR PRADESH,N,1,1669
26-12-2024,26,A4402,Plt3,Cat6,sku20,BIHAR,E,1,1489
26-12-2024,26,A4403,Plt3,Cat6,sku45,ASSAM,E,1,1349
26-12-2024,26,A4404,Plt3,Cat6,sku45,ODISHA,E,1,1349
26-12-2024,26,A4405,Plt3,Cat2,sku35,DELHI,N,1,1067
26-12-2024,26,A4406,Plt3,Cat6,sku18,UTTARAKHAND,N,1,1439
26-12-2024,26,A4407,Plt3,Cat2,sku41,DELHI,N,1,1066
26-12-2024,26,A4408,Plt3,Cat3,sku16,HARYANA,N,1,654
26-12-2024,26,A4409,Plt3,Cat2,sku67,MADHYA PRADESH,W,1,899
26-12-2024,26,A4410,Plt3,Cat6,sku18,ASSAM,E,1,1439
26-12-2024,26,A4411,Plt3,Cat1,sku96,HARYANA,N,1,3000
26-12-2024,26,A4412,Plt3,Cat1,sku92,MADHYA PRADESH,W,1,3249
26-12-2024,26,A4413,Plt3,Cat3,sku16,MAHARASHTRA,W,1,809
26-12-2024,26,A4414,Plt3,Cat4,sku4,MAHARASHTRA,W,1,1799
26-12-2024,26,A4415,Plt3,Cat1,sku84,KARNATAKA,S,1,1956
26-12-2024,26,A4416,Plt3,Cat1,sku32,PUNJAB,N,1,2447.76
26-12-2024,26,A4416,Plt3,Cat1,sku96,PUNJAB,N,1,2951.69
26-12-2024,26,A4416,Plt3,Cat1,sku34,PUNJAB,N,1,3779.55
26-12-2024,26,A4417,Plt3,Cat2,sku65,MAHARASHTRA,W,1,711
26-12-2024,26,A4418,Plt3,Cat3,sku3,ODISHA,E,1,809
26-12-2024,26,A4419,Plt3,Cat4,sku15,TAMIL NADU,S,1,1799
26-12-2024,26,A4420,Plt3,Cat2,sku7,MAHARASHTRA,W,1,1169
26-12-2024,26,A4421,Plt3,Cat4,sku4,DELHI,N,1,1719
26-12-2024,26,A4422,Plt3,Cat2,sku7,CHHATTISGARH,W,1,1169
26-12-2024,26,A4423,Plt3,Cat6,sku73,MAHARASHTRA,W,1,1250
26-12-2024,26,A4424,Plt3,Cat6,sku18,HARYANA,N,1,1439
26-12-2024,26,A4425,Plt3,Cat2,sku41,WEST BENGAL,E,1,1066
26-12-2024,26,A4426,Plt3,Cat2,sku13,HARYANA,N,1,1067
26-12-2024,26,A4427,Plt3,Cat6,sku8,WEST BENGAL,E,1,1799
26-12-2024,26,A4428,Plt3,Cat2,sku67,KARNATAKA,S,1,899
26-12-2024,26,A4429,Plt3,Cat3,sku3,GOA,W,1,809
26-12-2024,26,A4430,Plt3,Cat6,sku18,UTTAR PRADESH,N,1,1439
26-12-2024,26,A4431,Plt3,Cat1,sku122,MAHARASHTRA,W,1,3365
26-12-2024,26,A4432,Plt3,Cat2,sku5,HARYANA,N,1,764
26-12-2024,26,A4433,Plt3,Cat4,sku106,UTTAR PRADESH,N,1,1709
26-12-2024,26,A4434,Plt3,Cat1,sku75,KARNATAKA,S,1,3562
26-12-2024,26,A4434,Plt3,Cat1,sku47,KARNATAKA,S,1,3846
26-12-2024,26,A4435,Plt3,Cat2,sku5,ODISHA,E,1,687
26-12-2024,26,A4436,Plt3,Cat6,sku18,UTTAR PRADESH,N,1,1439
26-12-2024,26,A4437,Plt3,Cat1,sku92,MAHARASHTRA,W,1,3374
26-12-2024,26,A4438,Plt3,Cat1,sku92,ANDHRA PRADESH,S,1,3261
26-12-2024,26,A4439,Plt3,Cat3,sku3,TELANGANA,S,1,809
26-12-2024,26,A4439,Plt3,Cat4,sku106,TELANGANA,S,1,1538
26-12-2024,26,A4440,Plt3,Cat4,sku15,DELHI,N,1,1799
26-12-2024,26,A4441,Plt3,Cat2,sku12,ARUNACHAL PRADESH,E,1,1169
26-12-2024,26,A4442,Plt3,Cat1,sku23,JHARKHAND,E,1,3000
26-12-2024,26,A4443,Plt3,Cat3,sku16,HARYANA,N,1,769
26-12-2024,26,A4443,Plt3,Cat2,sku5,HARYANA,N,1,806
26-12-2024,26,A4444,Plt3,Cat1,sku122,BIHAR,E,1,3740
26-12-2024,26,A4445,Plt3,Cat4,sku4,UTTAR PRADESH,N,1,1799
26-12-2024,26,A4446,Plt3,Cat6,sku73,TELANGANA,S,1,1250
26-12-2024,26,A4447,Plt3,Cat3,sku3,MAHARASHTRA,W,1,809
26-12-2024,26,A4448,Plt3,Cat1,sku120,BIHAR,E,1,2591
26-12-2024,26,A4449,Plt3,Cat2,sku2,HARYANA,N,1,1531
26-12-2024,26,A4450,Plt3,Cat1,sku1,KARNATAKA,S,1,4349
26-12-2024,26,A4451,Plt3,Cat1,sku96,RAJASTHAN,W,1,3000
26-12-2024,26,A4452,Plt3,Cat1,sku1,KARNATAKA,S,1,4349
26-12-2024,26,A4453,Plt3,Cat1,sku32,UTTAR PRADESH,N,1,2401.9
26-12-2024,26,A4453,Plt3,Cat1,sku96,UTTAR PRADESH,N,1,2896.38
26-12-2024,26,A4453,Plt3,Cat1,sku34,UTTAR PRADESH,N,1,3708.72
26-12-2024,26,A4454,Plt3,Cat3,sku81,RAJASTHAN,W,1,1574
26-12-2024,26,A4455,Plt3,Cat6,sku18,BIHAR,E,1,1439
26-12-2024,26,A4456,Plt3,Cat3,sku3,UTTAR PRADESH,N,1,899
26-12-2024,26,A4457,Plt3,Cat1,sku34,TAMIL NADU,S,1,3813
26-12-2024,26,A4458,Plt3,Cat2,sku5,WEST BENGAL,E,1,764
26-12-2024,26,A4459,Plt3,Cat2,sku12,MAHARASHTRA,W,1,1169
26-12-2024,26,A4460,Plt3,Cat1,sku97,TAMIL NADU,S,1,3104
26-12-2024,26,A4461,Plt3,Cat6,sku73,GUJARAT,W,1,1219
26-12-2024,26,A4461,Plt3,Cat3,sku16,GUJARAT,W,1,790
26-12-2024,26,A4462,Plt3,Cat3,sku16,ANDHRA PRADESH,S,1,728
26-12-2024,26,A4463,Plt3,Cat2,sku5,UTTAR PRADESH,N,1,764
26-12-2024,26,A4464,Plt3,Cat2,sku5,BIHAR,E,1,764
26-12-2024,26,A4465,Plt3,Cat1,sku47,ANDHRA PRADESH,S,1,3808
26-12-2024,26,A4465,Plt3,Cat1,sku62,ANDHRA PRADESH,S,1,1899
26-12-2024,26,A4466,Plt3,Cat1,sku158,HIMACHAL PRADESH,N,1,5892
26-12-2024,26,A4466,Plt3,Cat1,sku166,HIMACHAL PRADESH,N,1,4018
26-12-2024,26,A4467,Plt3,Cat3,sku16,ANDHRA PRADESH,S,1,809
26-12-2024,26,A4468,Plt3,Cat4,sku106,KARNATAKA,S,1,1577
26-12-2024,26,A4469,Plt3,Cat2,sku12,UTTAR PRADESH,N,1,1169
26-12-2024,26,A4470,Plt3,Cat6,sku18,CHHATTISGARH,W,1,1439
26-12-2024,26,A4471,Plt3,Cat4,sku46,ANDHRA PRADESH,S,1,1709
26-12-2024,26,A4472,Plt3,Cat2,sku58,DELHI,N,1,944
26-12-2024,26,A4473,Plt3,Cat1,sku107,KARNATAKA,S,1,3626
26-12-2024,26,A4473,Plt3,Cat1,sku167,KARNATAKA,S,1,3895
26-12-2024,26,A4474,Plt3,Cat6,sku80,DELHI,N,1,1499
26-12-2024,26,A4475,Plt3,Cat4,sku33,MADHYA PRADESH,W,1,1799
26-12-2024,26,A4476,Plt3,Cat1,sku19,BIHAR,E,1,3914
26-12-2024,26,A4477,Plt3,Cat1,sku70,GUJARAT,W,1,1799
26-12-2024,26,A4478,Plt3,Cat4,sku4,UTTAR PRADESH,N,1,1799
26-12-2024,26,A4479,Plt3,Cat6,sku73,BIHAR,E,1,1250
26-12-2024,26,A4480,Plt3,Cat6,sku8,KARNATAKA,S,1,1799
26-12-2024,26,A4481,Plt3,Cat1,sku49,UTTAR PRADESH,N,1,2504
26-12-2024,26,A4482,Plt3,Cat2,sku41,ANDHRA PRADESH,S,1,1066
26-12-2024,26,A4483,Plt3,Cat6,sku18,MAHARASHTRA,W,1,1439
26-12-2024,26,A4484,Plt3,Cat2,sku35,BIHAR,E,1,1067
26-12-2024,26,A4485,Plt3,Cat6,sku18,UTTAR PRADESH,N,1,1294
26-12-2024,26,A4486,Plt3,Cat4,sku106,MAHARASHTRA,W,1,1639
26-12-2024,26,A4487,Plt3,Cat2,sku10,KARNATAKA,S,1,1259
26-12-2024,26,A4488,Plt3,Cat1,sku23,BIHAR,E,1,2559
26-12-2024,26,A4488,Plt3,Cat1,sku120,BIHAR,E,1,2383
26-12-2024,26,A4489,Plt3,Cat2,sku12,WEST BENGAL,E,1,1169
26-12-2024,26,A4490,Plt3,Cat1,sku19,GUJARAT,W,1,3914
26-12-2024,26,A4491,Plt3,Cat1,sku60,KERALA,S,1,2699
26-12-2024,26,A4492,Plt3,Cat6,sku18,WEST BENGAL,E,1,1439
26-12-2024,26,A4493,Plt3,Cat2,sku5,UTTAR PRADESH,N,1,764
26-12-2024,26,A4494,Plt3,Cat1,sku117,ANDHRA PRADESH,S,1,2814
26-12-2024,26,A4494,Plt3,Cat1,sku118,ANDHRA PRADESH,S,1,2960
26-12-2024,26,A4495,Plt3,Cat6,sku73,ODISHA,E,1,1180
26-12-2024,26,A4496,Plt3,Cat6,sku17,KARNATAKA,S,1,1349
26-12-2024,26,A4497,Plt3,Cat6,sku8,UTTAR PRADESH,N,1,1799
26-12-2024,26,A4498,Plt3,Cat1,sku19,MADHYA PRADESH,W,1,3723
26-12-2024,26,A4498,Plt3,Cat1,sku47,MADHYA PRADESH,W,1,3341
26-12-2024,26,A4499,Plt3,Cat1,sku97,MAHARASHTRA,W,1,3104
26-12-2024,26,A4500,Plt3,Cat1,sku97,WEST BENGAL,E,1,3104
26-12-2024,26,A4501,Plt3,Cat2,sku12,TAMIL NADU,S,1,1169
26-12-2024,26,A4502,Plt3,Cat2,sku58,KARNATAKA,S,1,944
26-12-2024,26,A4503,Plt3,Cat2,sku5,GUJARAT,W,1,764
26-12-2024,26,A4504,Plt3,Cat2,sku41,KARNATAKA,S,1,1066
26-12-2024,26,A4505,Plt3,Cat6,sku18,MAHARASHTRA,W,1,1439
26-12-2024,26,A4506,Plt3,Cat1,sku120,KERALA,S,1,2591
26-12-2024,26,A4507,Plt3,Cat1,sku47,UTTARAKHAND,N,1,4049
26-12-2024,26,A4508,Plt3,Cat4,sku33,ODISHA,E,1,1799
26-12-2024,26,A4509,Plt3,Cat1,sku120,MADHYA PRADESH,W,1,2365.93
26-12-2024,26,A4509,Plt3,Cat1,sku23,MADHYA PRADESH,W,1,2853.07
26-12-2024,26,A4510,Plt3,Cat1,sku14,KARNATAKA,S,1,3059
26-12-2024,26,A4511,Plt3,Cat3,sku3,ANDHRA PRADESH,S,1,809
26-12-2024,26,A4512,Plt3,Cat3,sku16,TAMIL NADU,S,1,764
26-12-2024,26,A4513,Plt3,Cat3,sku3,JHARKHAND,E,1,809
26-12-2024,26,A4514,Plt3,Cat1,sku107,WEST BENGAL,E,1,3809
26-12-2024,26,A4515,Plt3,Cat6,sku72,HARYANA,N,1,1349
26-12-2024,26,A4516,Plt3,Cat2,sku25,MAHARASHTRA,W,1,1349
26-12-2024,26,A4517,Plt3,Cat3,sku16,BIHAR,E,1,809
26-12-2024,26,A4518,Plt3,Cat6,sku8,KARNATAKA,S,1,1804
26-12-2024,26,A4518,Plt3,Cat6,sku8,KARNATAKA,S,1,1804
26-12-2024,26,A4519,Plt3,Cat6,sku8,WEST BENGAL,E,1,1618
26-12-2024,26,A4520,Plt3,Cat2,sku2,HARYANA,N,1,1709
26-12-2024,26,A4521,Plt3,Cat3,sku16,MADHYA PRADESH,W,1,809
26-12-2024,26,A4522,Plt3,Cat3,sku16,CHHATTISGARH,W,1,768
26-12-2024,26,A4523,Plt3,Cat6,sku77,UTTAR PRADESH,N,1,1529
26-12-2024,26,A4524,Plt3,Cat1,sku19,MAHARASHTRA,W,1,3580.18
26-12-2024,26,A4524,Plt3,Cat1,sku101,MAHARASHTRA,W,1,4534.82
26-12-2024,26,A4525,Plt3,Cat1,sku120,MAHARASHTRA,W,1,2144.25
26-12-2024,26,A4525,Plt3,Cat1,sku23,MAHARASHTRA,W,1,2585.75
26-12-2024,26,A4526,Plt3,Cat1,sku118,GUJARAT,W,1,3449
26-12-2024,26,A4527,Plt3,Cat3,sku16,HARYANA,N,1,809
26-12-2024,26,A4528,Plt3,Cat1,sku92,ODISHA,E,1,3375.04
26-12-2024,26,A4528,Plt3,Cat1,sku19,ODISHA,E,1,4049.99
26-12-2024,26,A4528,Plt3,Cat1,sku101,ODISHA,E,1,5129.97
26-12-2024,26,A4529,Plt3,Cat2,sku121,UTTAR PRADESH,N,1,1068
26-12-2024,26,A4530,Plt3,Cat2,sku12,ODISHA,E,1,1056
26-12-2024,26,A4531,Plt3,Cat4,sku15,KARNATAKA,S,1,1618
26-12-2024,26,A4532,Plt3,Cat6,sku78,UTTAR PRADESH,N,1,1439
26-12-2024,26,A4533,Plt3,Cat2,sku41,MADHYA PRADESH,W,1,1066
26-12-2024,26,A4534,Plt3,Cat1,sku14,TELANGANA,S,1,2601.05
26-12-2024,26,A4534,Plt3,Cat1,sku56,TELANGANA,S,1,3067.95
26-12-2024,26,A4535,Plt3,Cat1,sku19,KARNATAKA,S,1,4049
26-12-2024,26,A4536,Plt3,Cat2,sku12,TAMIL NADU,S,1,1169
26-12-2024,26,A4537,Plt3,Cat1,sku127,MAHARASHTRA,W,1,2203.2
26-12-2024,26,A4537,Plt3,Cat1,sku61,MAHARASHTRA,W,1,2635.97
26-12-2024,26,A4537,Plt3,Cat1,sku108,MAHARASHTRA,W,1,3304.83
26-12-2024,26,A4538,Plt3,Cat4,sku106,MAHARASHTRA,W,1,1899
26-12-2024,26,A4539,Plt3,Cat1,sku127,KARNATAKA,S,1,3023
26-12-2024,26,A4540,Plt3,Cat6,sku18,DELHI,N,1,1439
26-12-2024,26,A4541,Plt3,Cat4,sku33,TELANGANA,S,1,1799
26-12-2024,26,A4542,Plt3,Cat1,sku119,BIHAR,E,1,2011
26-12-2024,26,A4543,Plt3,Cat1,sku32,JHARKHAND,E,1,2166.16
26-12-2024,26,A4543,Plt3,Cat1,sku96,JHARKHAND,E,1,2612.11
26-12-2024,26,A4543,Plt3,Cat1,sku34,JHARKHAND,E,1,3344.73
26-12-2024,26,A4544,Plt3,Cat1,sku61,KARNATAKA,S,1,3080
26-12-2024,26,A4545,Plt3,Cat6,sku18,WEST BENGAL,E,1,1439
26-12-2024,26,A4546,Plt3,Cat1,sku101,MAHARASHTRA,W,1,4958
26-12-2024,26,A4547,Plt3,Cat3,sku3,TAMIL NADU,S,1,769
26-12-2024,26,A4547,Plt3,Cat3,sku16,TAMIL NADU,S,1,853
26-12-2024,26,A4548,Plt3,Cat1,sku49,MAHARASHTRA,W,1,1951.59
26-12-2024,26,A4548,Plt3,Cat1,sku97,MAHARASHTRA,W,1,2353.41
26-12-2024,26,A4548,Plt3,Cat1,sku32,MAHARASHTRA,W,1,2331
26-12-2024,26,A4549,Plt3,Cat2,sku12,DELHI,N,1,1169
26-12-2024,26,A4550,Plt3,Cat6,sku18,UTTAR PRADESH,N,1,1439
26-12-2024,26,A4551,Plt3,Cat1,sku122,UTTAR PRADESH,N,1,3740
26-12-2024,26,A4552,Plt3,Cat3,sku16,ANDHRA PRADESH,S,1,768
26-12-2024,26,A4553,Plt3,Cat1,sku83,RAJASTHAN,W,1,2651
26-12-2024,26,A4554,Plt3,Cat3,sku16,JHARKHAND,E,1,809
26-12-2024,26,A4555,Plt3,Cat6,sku80,DELHI,N,1,1378
26-12-2024,26,A4556,Plt3,Cat1,sku92,JHARKHAND,E,1,3354
26-12-2024,26,A4557,Plt3,Cat3,sku16,MAHARASHTRA,W,1,794
26-12-2024,26,A4558,Plt3,Cat3,sku16,JHARKHAND,E,1,809
26-12-2024,26,A4559,Plt3,Cat4,sku106,RAJASTHAN,W,1,1709
26-12-2024,26,A4560,Plt3,Cat2,sku12,MAHARASHTRA,W,1,1104
26-12-2024,26,A4561,Plt3,Cat2,sku5,JHARKHAND,E,1,764
26-12-2024,26,A4562,Plt3,Cat2,sku36,UTTAR PRADESH,N,1,809
26-12-2024,26,A4563,Plt3,Cat3,sku16,BIHAR,E,1,809
26-12-2024,26,A4564,Plt3,Cat1,sku39,TAMIL NADU,S,1,2161.26
26-12-2024,26,A4564,Plt3,Cat1,sku109,TAMIL NADU,S,1,2585.8
26-12-2024,26,A4564,Plt3,Cat1,sku157,TAMIL NADU,S,1,3241.94
26-12-2024,26,A4565,Plt3,Cat3,sku16,GOA,W,1,809
26-12-2024,26,A4566,Plt3,Cat1,sku23,ODISHA,E,1,3104
26-12-2024,26,A4567,Plt3,Cat3,sku16,TELANGANA,S,1,809
26-12-2024,26,A4568,Plt3,Cat3,sku3,DELHI,N,1,637
26-12-2024,26,A4568,Plt3,Cat3,sku16,DELHI,N,1,693
26-12-2024,26,A4569,Plt3,Cat2,sku41,WEST BENGAL,E,1,856
26-12-2024,26,A4570,Plt3,Cat4,sku4,TAMIL NADU,S,1,1799
26-12-2024,26,A4571,Plt3,Cat3,sku3,TAMIL NADU,S,1,809
26-12-2024,26,A4572,Plt3,Cat2,sku79,MAHARASHTRA,W,1,1619
26-12-2024,26,A4573,Plt3,Cat6,sku18,UTTAR PRADESH,N,1,1439
26-12-2024,26,A4574,Plt3,Cat4,sku4,KERALA,S,1,1799
26-12-2024,26,A4575,Plt3,Cat2,sku68,TAMIL NADU,S,1,1709
26-12-2024,26,A4576,Plt3,Cat6,sku18,MAHARASHTRA,W,1,1439
26-12-2024,26,A4577,Plt3,Cat2,sku41,WEST BENGAL,E,1,1066
26-12-2024,26,A4578,Plt3,Cat1,sku157,MADHYA PRADESH,W,1,4349
26-12-2024,26,A4579,Plt3,Cat6,sku18,MAHARASHTRA,W,1,1439
26-12-2024,26,A4580,Plt3,Cat1,sku97,WEST BENGAL,E,1,2845
26-12-2024,26,A4580,Plt3,Cat1,sku96,WEST BENGAL,E,1,3172
26-12-2024,26,A4581,Plt3,Cat3,sku16,MAHARASHTRA,W,1,809
26-12-2024,26,A4582,Plt3,Cat6,sku18,BIHAR,E,1,1439
26-12-2024,26,A4583,Plt3,Cat1,sku118,KARNATAKA,S,1,3449
26-12-2024,26,A4584,Plt3,Cat4,sku15,UTTAR PRADESH,N,1,1799
26-12-2024,26,A4585,Plt3,Cat2,sku28,MAHARASHTRA,W,1,1548
26-12-2024,26,A4586,Plt3,Cat2,sku10,UTTAR PRADESH,N,1,1259
26-12-2024,26,A4587,Plt3,Cat1,sku19,KARNATAKA,S,1,3824
26-12-2024,26,A4588,Plt3,Cat2,sku121,DELHI,N,1,1068
26-12-2024,26,A4589,Plt3,Cat1,sku120,WEST BENGAL,E,1,2365.93
26-12-2024,26,A4589,Plt3,Cat1,sku23,WEST BENGAL,E,1,2853.07
26-12-2024,26,A4590,Plt3,Cat1,sku44,BIHAR,E,1,3399.52
26-12-2024,26,A4590,Plt3,Cat1,sku111,BIHAR,E,1,4099.48
26-12-2024,26,A4591,Plt3,Cat3,sku3,HARYANA,N,1,809
26-12-2024,26,A4592,Plt3,Cat2,sku41,MAHARASHTRA,W,1,1066
26-12-2024,26,A4593,Plt3,Cat1,sku111,JHARKHAND,E,1,4112
26-12-2024,26,A4594,Plt3,Cat1,sku23,WEST BENGAL,E,1,3000
26-12-2024,26,A4595,Plt3,Cat6,sku18,GUJARAT,W,1,1439
26-12-2024,26,A4596,Plt3,Cat2,sku5,DELHI,N,1,764
26-12-2024,26,A4597,Plt3,Cat2,sku7,TELANGANA,S,1,1169
26-12-2024,26,A4598,Plt3,Cat6,sku8,UTTAR PRADESH,N,1,1799
26-12-2024,26,A4599,Plt3,Cat1,sku49,ANDHRA PRADESH,S,1,2591
26-12-2024,26,A4600,Plt3,Cat1,sku120,MAHARASHTRA,W,1,2504
26-12-2024,26,A4601,Plt3,Cat4,sku15,GUJARAT,W,1,1799
26-12-2024,26,A4602,Plt3,Cat3,sku16,MADHYA PRADESH,W,1,768
26-12-2024,26,A4603,Plt3,Cat6,sku18,JHARKHAND,E,1,1439
26-12-2024,26,A4604,Plt3,Cat2,sku36,HARYANA,N,1,809
26-12-2024,26,A4605,Plt3,Cat3,sku16,ODISHA,E,1,809
26-12-2024,26,A4606,Plt3,Cat3,sku16,MAHARASHTRA,W,1,809
26-12-2024,26,A4607,Plt3,Cat1,sku62,MADHYA PRADESH,W,1,1799
26-12-2024,26,A4608,Plt3,Cat1,sku56,TELANGANA,S,1,3479
26-12-2024,26,A4609,Plt3,Cat1,sku32,TELANGANA,S,1,2591
26-12-2024,26,A4610,Plt3,Cat2,sku12,MAHARASHTRA,W,1,1169
26-12-2024,26,A4611,Plt3,Cat2,sku79,MAHARASHTRA,W,1,1619
26-12-2024,26,A4612,Plt3,Cat6,sku73,ODISHA,E,1,1250
26-12-2024,26,A4613,Plt3,Cat1,sku167,BIHAR,E,1,4566
26-12-2024,26,A4614,Plt3,Cat3,sku3,TAMIL NADU,S,1,809
26-12-2024,26,A4615,Plt3,Cat4,sku33,UTTAR PRADESH,N,1,1619
26-12-2024,26,A4616,Plt3,Cat4,sku33,WEST BENGAL,E,1,1799
26-12-2024,26,A4617,Plt3,Cat6,sku139,DELHI,N,1,1889
26-12-2024,26,A4618,Plt3,Cat6,sku18,HARYANA,N,1,1439
26-12-2024,26,A4619,Plt3,Cat3,sku3,MAHARASHTRA,W,1,809
26-12-2024,26,A4620,Plt3,Cat1,sku108,BIHAR,E,1,4499
26-12-2024,26,A4621,Plt3,Cat2,sku36,MAHARASHTRA,W,1,809
26-12-2024,26,A4622,Plt3,Cat1,sku56,UTTAR PRADESH,N,1,3479
26-12-2024,26,A4623,Plt3,Cat4,sku4,ODISHA,E,1,1799
26-12-2024,26,A4624,Plt3,Cat1,sku34,TELANGANA,S,1,3869
26-12-2024,26,A4625,Plt3,Cat2,sku7,MAHARASHTRA,W,1,1169
26-12-2024,26,A4626,Plt3,Cat6,sku8,BIHAR,E,1,1799
26-12-2024,26,A4627,Plt3,Cat1,sku1,KARNATAKA,S,1,4349
26-12-2024,26,A4628,Plt3,Cat2,sku41,KARNATAKA,S,1,1066
26-12-2024,26,A4629,Plt3,Cat4,sku106,DELHI,N,1,1709
26-12-2024,26,A4630,Plt3,Cat2,sku5,MADHYA PRADESH,W,1,647
26-12-2024,26,A4631,Plt3,Cat1,sku38,JHARKHAND,E,1,4458
26-12-2024,26,A4632,Plt3,Cat4,sku33,MAHARASHTRA,W,1,1799
26-12-2024,26,A4633,Plt3,Cat6,sku18,BIHAR,E,1,1439
26-12-2024,26,A4634,Plt3,Cat1,sku47,KERALA,S,1,3643
26-12-2024,26,A4635,Plt3,Cat3,sku3,HARYANA,N,1,764
26-12-2024,26,A4636,Plt3,Cat4,sku4,MADHYA PRADESH,W,1,1708
26-12-2024,26,A4636,Plt3,Cat3,sku3,MADHYA PRADESH,W,1,855
26-12-2024,26,A4637,Plt3,Cat3,sku16,PUNJAB,N,1,810
26-12-2024,26,A4637,Plt3,Cat4,sku106,PUNJAB,N,1,1537
26-12-2024,26,A4638,Plt3,Cat1,sku19,MAHARASHTRA,W,1,3924
26-12-2024,26,A4639,Plt3,Cat3,sku16,GOA,W,1,853
26-12-2024,26,A4639,Plt3,Cat3,sku3,GOA,W,1,769
26-12-2024,26,A4640,Plt3,Cat3,sku16,PONDICHERRY,S,1,809
